ss001,0.603133806,5.482864711,3.145373153,0.651259253,0.742768698,-0.367066927,-0.981516933,0.189817596,-0.345331821,1.664823403,0.118506443,-0.667122099,0.662834665,0.478073186,-0.129447572,-0.025612452,-0.246893047,0.610630201,0.130065046,-0.572176052,1
ss008,0.061667122,2.153854787,2.71398106,1.883715383,2.66938625,0.736476998,1.180766436,-1.842034355,0.186248095,0.404436911,-0.157612963,-1.482977368,-0.090014479,-0.803678337,-1.572648942,0.010911906,-1.017268365,-0.959155311,1.039655177,-1.327505128,1
ss011,0.450971312,2.328972115,0.580746993,2.327278052,3.185405801,-0.580858176,0.172872123,-0.157057989,-0.018525323,-0.281064354,0.933789615,-1.693720172,1.634558231,0.774625462,0.718438564,0.531338447,0.365886121,0.56137819,0.264779593,0.838604484,1
ss014,0.410726906,2.40840105,1.1155806,3.910760436,2.422917741,-0.660107798,0.174722548,0.499762103,1.454767068,0.956124934,-0.705489001,-0.266819448,-0.40077615,1.13526862,0.150351417,-1.525919731,-0.993521086,-2.080406099,1.115430964,-1.314495542,1
ss018,0.152901253,1.393015496,1.343991169,1.471420745,0.620491322,1.824120229,0.471591178,0.106360386,0.462282341,1.511395062,-0.690588165,2.239902683,0.583260516,2.454860091,0.036769124,1.019582667,-1.575942922,1.039795181,0.87424354,-0.854899761,1
ss025,0.449593381,2.22955552,0.81054849,1.422927822,0.669119775,1.268010849,2.047359212,-0.801577467,0.556286537,-0.266578898,0.224691568,0.3873729,-0.39627504,0.176024263,-0.270669612,1.674014156,0.732776674,0.45738207,-0.804637737,-0.480818834,1
ss027,0.565708839,1.14181696,2.006339692,1.903520351,3.014603361,1.780018297,-0.643683983,-0.765254387,-0.705641225,1.451511412,0.237911019,-0.355252411,-0.997046284,-0.234137561,-1.454744529,0.935472147,0.88742806,-1.576101213,-1.239355846,0.866959574,1
ss037,0.825221015,2.096762834,2.987729479,4.17303582,2.745682925,-0.497373071,-1.452897287,2.095447582,-0.163011913,0.908503307,0.281110151,-0.353112566,0.24404326,1.506941084,-0.544399967,0.560071529,-0.259768203,-0.763649174,-1.271820341,-1.660624766,1
ss038,-1.067488994,1.2339394,2.721540991,1.494236825,1.288393762,1.344914397,-0.634254612,1.108033408,0.708472658,1.397278798,-0.546704726,-0.042110649,-2.266258785,-0.886013159,2.523256065,0.502719409,2.085223484,-1.200471596,1.286954991,-1.485315886,1
ss039,-0.427626809,0.553299323,0.032272079,1.30941686,2.15984314,0.084475559,-1.113641145,0.929642544,-0.223687549,1.138407364,-0.849678482,0.405226349,1.411821736,-0.077312711,-0.698643815,2.283646738,0.30124176,-0.519016466,-0.060912599,-1.232470035,1
