ss001,0.110540054,-0.003401851,2.10247279,-1.262770402,-1.832950558,1.584708413,-0.030525706,0.597690843,0.71050989,-0.140356946,1.590842653,-0.834871526,2.226371711,0.151113058,0.876557691,1.131068286,0.665964296,-0.457656176,-0.986955932,0.743879567,1
ss008,-0.072362028,-0.887172883,1.470944853,1.061263587,0.292554934,-1.135330512,-0.184994382,-1.713508373,1.051023013,-2.01534073,0.071430877,0.361016408,0.768637659,0.560925923,0.213218855,-0.648556206,-0.330519298,0.308914589,-0.615614887,-0.166530254,1
ss011,0.798002718,0.979155895,0.019801954,-0.684162402,-0.703896298,-0.109519831,0.88039997,-2.581691656,0.006950332,-1.012345561,-0.575220662,-0.843544933,-0.920554139,-0.802004444,-0.496584312,-0.189997694,0.181168821,-0.626419709,-1.411558271,-0.854005286,1
ss014,0.9953052,0.470411715,-0.725374859,-1.122058228,1.858844668,1.796813454,-0.104777653,0.955523978,-1.597783354,-0.494742841,0.27567533,-0.151846709,-0.084423851,0.199332048,0.089260264,1.012712069,0.71675275,1.948082418,-2.298788244,-0.661903795,1
ss018,1.289297004,0.046333635,-0.807935559,-0.031414458,-0.562000476,-0.047183201,-1.106207782,-0.793001633,-1.244507159,-1.10505718,-0.291018606,0.455986062,-0.253143083,-0.557675208,-0.421389625,-0.768935169,1.702080718,-0.022754953,0.35042379,-0.00802294,1
ss025,-0.543258073,1.026788919,-0.324103235,-0.606588829,-0.74354335,-0.458657264,-1.203945584,-1.181262096,-0.000623811,0.245650163,-1.321729337,-0.7071103,0.388757891,-0.024012091,0.572985119,-0.308992498,-0.541688186,-0.594598866,0.684659283,0.126339791,1
ss027,0.26814615,-0.213398922,-0.165013129,-1.648446451,-0.22497147,0.495483528,-0.884153341,-1.313671242,0.799305228,2.072849903,0.039695249,-0.922312371,0.628995725,0.535046346,0.840965873,1.147432778,-1.537120207,-1.106306951,-0.227175005,0.13711924,1
ss037,0.459264952,-0.47814457,-0.988465681,-0.873013063,-1.098932707,-0.733340864,-1.548240783,0.996887517,-0.336631571,1.415617808,0.588015402,0.523751504,-2.775209413,-0.356094506,1.056924888,-1.01335737,0.523707311,-1.648749103,0.502606274,0.263814228,1
ss038,0.061930608,-0.190706892,1.315550849,0.456065192,-0.044359535,0.870850136,-0.844808118,2.345998736,-1.147253988,-1.291633778,0.974085421,-0.466615244,0.487149668,2.407669846,-1.322592611,-2.559738043,-0.973277232,-0.043353117,0.105147095,0.102897811,1
ss039,0.258716639,-0.566094811,0.075308546,-0.797771351,1.249891159,0.897941762,-0.348196127,-0.698023204,1.044454597,-1.953370566,0.496577897,0.947337229,0.144222372,-0.364364509,-0.480568273,0.018270807,-0.274905911,-2.826548586,-1.465143767,1.234023567,1
ss040,-1.295505906,0.738903599,0.474770892,-1.199036054,-1.307900521,-0.023957821,0.502573091,1.779683655,0.316251488,-0.193170282,-0.154224926,-0.614984355,-1.03606697,0.116546194,0.748278976,0.016959097,-1.087653122,-0.935151684,-0.636491428,-1.089149553,1
ss047,-1.155643293,0.974068249,-0.525477744,-1.917744542,-1.475091931,-0.071351576,-0.890628501,-1.632350841,0.087279591,-1.920642282,-0.262258277,-0.189867293,-0.191556363,-0.773432807,-0.968144609,-0.338380601,0.438904264,-1.461388679,0.705637369,-0.326787215,1
ss056,0.017934054,-0.625788456,-1.159466601,0.428922705,0.297476211,-0.092842267,-1.594313394,1.186738594,-0.227084959,-1.036504087,-1.186142286,-1.215569744,-1.447512132,-1.013435867,-1.336591844,0.235531059,0.3494327,0.604060028,1.494929059,-1.627509292,1
ss060,-0.473580853,0.190711063,-0.155783444,-0.287023777,-0.912643554,-0.615244565,-1.259937472,-0.837409991,-0.609794289,0.655784752,-1.207134743,1.104146978,0.347541236,0.301827378,2.281605666,0.805834498,-0.154551758,-0.955539444,0.002107687,-0.527722636,1
ss061,0.908782608,0.577421214,-0.221594776,0.880738253,-0.31868517,1.470544165,0.993516376,0.169932601,0.722618978,0.824593476,0.283144996,-0.16938406,-1.030853538,-0.479433437,1.199626636,-0.589935272,-2.273092606,0.496029014,-2.120034788,-1.407863155,1
ss073,0.331972927,-1.540022735,-0.444486897,0.51004443,-1.390083874,0.084380464,-0.071236332,-1.085441769,1.163537171,-0.568027665,1.520544011,-0.246896676,0.382088091,-1.323243742,1.327603506,-0.81533242,0.228915375,0.284610772,0.592091614,-0.466041747,1
